ParameterNmbr ParameterName Filename Row.Number Col.Start Col.End DecimalPlaces
14            OV_N          000030017.hru 5             4             16            3            
14            OV_N          000030018.hru 5             4             16            3            
14            OV_N          000030019.hru 5             4             16            3            
14            OV_N          000040001.hru 5             4             16            3            
14            OV_N          000040002.hru 5             4             16            3            
14            OV_N          000040003.hru 5             4             16            3            
14            OV_N          000040004.hru 5             4             16            3            
14            OV_N          000040005.hru 5             4             16            3            
14            OV_N          000040006.hru 5             4             16            3            
14            OV_N          000040007.hru 5             4             16            3            
14            OV_N          000040008.hru 5             4             16            3            
14            OV_N          000040009.hru 5             4             16            3            
14            OV_N          000040010.hru 5             4             16            3            
14            OV_N          000040011.hru 5             4             16            3            
14            OV_N          000040012.hru 5             4             16            3            
14            OV_N          000040013.hru 5             4             16            3            
14            OV_N          000040014.hru 5             4             16            3            
14            OV_N          000040015.hru 5             4             16            3            
14            OV_N          000040016.hru 5             4             16            3            
14            OV_N          000040017.hru 5             4             16            3            
14            OV_N          000040018.hru 5             4             16            3            
14            OV_N          000040019.hru 5             4             16            3            
14            OV_N          000040020.hru 5             4             16            3            
14            OV_N          000040021.hru 5             4             16            3            
14            OV_N          000040022.hru 5             4             16            3            
14            OV_N          000040023.hru 5             4             16            3            
14            OV_N          000040024.hru 5             4             16            3            
14            OV_N          000040025.hru 5             4             16            3            
14            OV_N          000040026.hru 5             4             16            3            
14            OV_N          000050001.hru 5             4             16            3            
14            OV_N          000050002.hru 5             4             16            3            
14            OV_N          000050003.hru 5             4             16            3            
14            OV_N          000050004.hru 5             4             16            3            
14            OV_N          000050005.hru 5             4             16            3            
14            OV_N          000050006.hru 5             4             16            3            
14            OV_N          000050007.hru 5             4             16            3            
14            OV_N          000050008.hru 5             4             16            3            
14            OV_N          000050009.hru 5             4             16            3            
14            OV_N          000050010.hru 5             4             16            3            
14            OV_N          000050011.hru 5             4             16            3            
14            OV_N          000050012.hru 5             4             16            3            
14            OV_N          000050013.hru 5             4             16            3            
14            OV_N          000050014.hru 5             4             16            3            
14            OV_N          000050015.hru 5             4             16            3            
14            OV_N          000050016.hru 5             4             16            3            
14            OV_N          output.hru    5             4             16            3            
15            SFTMP         basins.bsn    4             4             16            3            
16            SMTMP         basins.bsn    5             4             16            3            
17            SMFMX         basins.bsn    6             4             16            3            
18            SMFMN         basins.bsn    7             4             16            3            
19            TIMP          basins.bsn    8             4             16            3            
20            EPCO          basins.bsn    14            4             16            3            
21            CANMX         000010001.hru 9             4             16            3            
21            CANMX         000010002.hru 9             4             16            3            
21            CANMX         000010003.hru 9             4             16            3            
21            CANMX         000010004.hru 9             4             16            3            
21            CANMX         000010005.hru 9             4             16            3            
21            CANMX         000010006.hru 9             4             16            3            
21            CANMX         000010007.hru 9             4             16            3            
21            CANMX         000010008.hru 9             4             16            3            
21            CANMX         000010009.hru 9             4             16            3            
21            CANMX         000010010.hru 9             4             16            3            
21            CANMX         000010011.hru 9             4             16            3            
21            CANMX         000010012.hru 9             4             16            3            
21            CANMX         000010013.hru 9             4             16            3            
21            CANMX         000010014.hru 9             4             16            3            
21            CANMX         000010015.hru 9             4             16            3            
21            CANMX         000010016.hru 9             4             16            3            
21            CANMX         000010017.hru 9             4             16            3            
21            CANMX         000010018.hru 9             4             16            3            
21            CANMX         000010019.hru 9             4             16            3            
21            CANMX         000010020.hru 9             4             16            3            
21            CANMX         000010021.hru 9             4             16            3            
21            CANMX         000020001.hru 9             4             16            3            
21            CANMX         000020002.hru 9             4             16            3            
21            CANMX         000020003.hru 9             4             16            3            
21            CANMX         000020004.hru 9             4             16            3            
21            CANMX         000020005.hru 9             4             16            3            
21            CANMX         000020006.hru 9             4             16            3            
21            CANMX         000020007.hru 9             4             16            3            
21            CANMX         000020008.hru 9             4             16            3            
21            CANMX         000020009.hru 9             4             16            3            
21            CANMX         000020010.hru 9             4             16            3            
21            CANMX         000020011.hru 9             4             16            3            
21            CANMX         000020012.hru 9             4             16            3            
21            CANMX         000020013.hru 9             4             16            3            
21            CANMX         000020014.hru 9             4             16            3            
21            CANMX         000020015.hru 9             4             16            3            
21            CANMX         000020016.hru 9             4             16            3            
21            CANMX         000020017.hru 9             4             16            3            
21            CANMX         000020018.hru 9             4             16            3            
21            CANMX         000020019.hru 9             4             16            3            
21            CANMX         000020020.hru 9             4             16            3            
21            CANMX         000020021.hru 9             4             16            3            
21            CANMX         000020022.hru 9             4             16            3            
21            CANMX         000020023.hru 9             4             16            3            
21            CANMX         000020024.hru 9             4             16            3            
21            CANMX         000020025.hru 9             4             16            3            
21            CANMX         000020026.hru 9             4             16            3            
21            CANMX         000020027.hru 9             4             16            3            
21            CANMX         000020028.hru 9             4             16            3            
21            CANMX         000020029.hru 9             4             16            3            
21            CANMX         000020030.hru 9             4             16            3            
21            CANMX         000020031.hru 9             4             16            3            
21            CANMX         000020032.hru 9             4             16            3            
21            CANMX         000030001.hru 9             4             16            3            
21            CANMX         000030002.hru 9             4             16            3            
21            CANMX         000030003.hru 9             4             16            3            
21            CANMX         000030004.hru 9             4             16            3            
21            CANMX         000030005.hru 9             4             16            3            
21            CANMX         000030006.hru 9             4             16            3            
21            CANMX         000030007.hru 9             4             16            3            
21            CANMX         000030008.hru 9             4             16            3            
21            CANMX         000030009.hru 9             4             16            3            
21            CANMX         000030010.hru 9             4             16            3            
21            CANMX         000030011.hru 9             4             16            3            
21            CANMX         000030012.hru 9             4             16            3            
21            CANMX         000030013.hru 9             4             16            3            
21            CANMX         000030014.hru 9             4             16            3            
21            CANMX         000030015.hru 9             4             16            3            
21            CANMX         000030016.hru 9             4             16            3            
21            CANMX         000030017.hru 9             4             16            3            
21            CANMX         000030018.hru 9             4             16            3            
21            CANMX         000030019.hru 9             4             16            3            
21            CANMX         000040001.hru 9             4             16            3            
21            CANMX         000040002.hru 9             4             16            3            
21            CANMX         000040003.hru 9             4             16            3            
21            CANMX         000040004.hru 9             4             16            3            
21            CANMX         000040005.hru 9             4             16            3            
21            CANMX         000040006.hru 9             4             16            3            
21            CANMX         000040007.hru 9             4             16            3            
21            CANMX         000040008.hru 9             4             16            3            
21            CANMX         000040009.hru 9             4             16            3            
21            CANMX         000040010.hru 9             4             16            3            
21            CANMX         000040011.hru 9             4             16            3            
21            CANMX         000040012.hru 9             4             16            3            
21            CANMX         000040013.hru 9             4             16            3            
21            CANMX         000040014.hru 9             4             16            3            
21            CANMX         000040015.hru 9             4             16            3            
21            CANMX         000040016.hru 9             4             16            3            
21            CANMX         000040017.hru 9             4             16            3            
21            CANMX         000040018.hru 9             4             16            3            
21            CANMX         000040019.hru 9             4             16            3            
21            CANMX         000040020.hru 9             4             16            3            
21            CANMX         000040021.hru 9             4             16            3            
21            CANMX         000040022.hru 9             4             16            3            
21            CANMX         000040023.hru 9             4             16            3            
21            CANMX         000040024.hru 9             4             16            3            
21            CANMX         000040025.hru 9             4             16            3            
21            CANMX         000040026.hru 9             4             16            3            
21            CANMX         000050001.hru 9             4             16            3            
21            CANMX         000050002.hru 9             4             16            3            
21            CANMX         000050003.hru 9             4             16            3            
21            CANMX         000050004.hru 9             4             16            3            
21            CANMX         000050005.hru 9             4             16            3            
21            CANMX         000050006.hru 9             4             16            3            
21            CANMX         000050007.hru 9             4             16            3            
21            CANMX         000050008.hru 9             4             16            3            
21            CANMX         000050009.hru 9             4             16            3            
21            CANMX         000050010.hru 9             4             16            3            
21            CANMX         000050011.hru 9             4             16            3            
21            CANMX         000050012.hru 9             4             16            3            
21            CANMX         000050013.hru 9             4             16            3            
21            CANMX         000050014.hru 9             4             16            3            
21            CANMX         000050015.hru 9             4             16            3            
21            CANMX         000050016.hru 9             4             16            3            
21            CANMX         output.hru    9             4             16            3            
22            SOL_ALB       000010001.sol 17            28            39            5            
22            SOL_ALB       000010002.sol 17            28            39            5            
22            SOL_ALB       000010003.sol 17            28            39            5            
22            SOL_ALB       000010004.sol 17            28            39            5            
22            SOL_ALB       000010005.sol 17            28            39            5            
22            SOL_ALB       000010006.sol 17            28            39            5            
22            SOL_ALB       000010007.sol 17            28            39            5            
22            SOL_ALB       000010008.sol 17            28            39            5            
22            SOL_ALB       000010009.sol 17            28            39            5            
22            SOL_ALB       000010010.sol 17            28            39            5            
22            SOL_ALB       000010011.sol 17            28            39            5            
22            SOL_ALB       000010012.sol 17            28            39            5            
22            SOL_ALB       000010013.sol 17            28            39            5            
22            SOL_ALB       000010014.sol 17            28            39            5            
22            SOL_ALB       000010015.sol 17            28            39            5            
22            SOL_ALB       000010016.sol 17            28            39            5            
22            SOL_ALB       000010017.sol 17            28            39            5            
22            SOL_ALB       000010018.sol 17            28            39            5            
22            SOL_ALB       000010019.sol 17            28            39            5            
22            SOL_ALB       000010020.sol 17            28            39            5            
22            SOL_ALB       000010021.sol 17            28            39            5            
22            SOL_ALB       000020001.sol 17            28            39            5            
22            SOL_ALB       000020002.sol 17            28            39            5            
22            SOL_ALB       000020003.sol 17            28            39            5            
22            SOL_ALB       000020004.sol 17            28            39            5            
22            SOL_ALB       000020005.sol 17            28            39            5            
22            SOL_ALB       000020006.sol 17            28            39            5            
22            SOL_ALB       000020007.sol 17            28            39            5            
22            SOL_ALB       000020008.sol 17            28            39            5            
22            SOL_ALB       000020009.sol 17            28            39            5            
22            SOL_ALB       000020010.sol 17            28            39            5            
22            SOL_ALB       000020011.sol 17            28            39            5            
22            SOL_ALB       000020012.sol 17            28            39            5            
22            SOL_ALB       000020013.sol 17            28            39            5            
22            SOL_ALB       000020014.sol 17            28            39            5            
22            SOL_ALB       000020015.sol 17            28            39            5            
22            SOL_ALB       000020016.sol 17            28            39            5            
22            SOL_ALB       000020017.sol 17            28            39            5            
22            SOL_ALB       000020018.sol 17            28            39            5            
22            SOL_ALB       000020019.sol 17            28            39            5            
22            SOL_ALB       000020020.sol 17            28            39            5            
22            SOL_ALB       000020021.sol 17            28            39            5            
22            SOL_ALB       000020022.sol 17            28            39            5            
22            SOL_ALB       000020023.sol 17            28            39            5            
22            SOL_ALB       000020024.sol 17            28            39            5            
22            SOL_ALB       000020025.sol 17            28            39            5            
22            SOL_ALB       000020026.sol 17            28            39            5            
22            SOL_ALB       000020027.sol 17            28            39            5            
22            SOL_ALB       000020028.sol 17            28            39            5            
22            SOL_ALB       000020029.sol 17            28            39            5            
22            SOL_ALB       000020030.sol 17            28            39            5            
22            SOL_ALB       000020031.sol 17            28            39            5            
22            SOL_ALB       000020032.sol 17            28            39            5            
22            SOL_ALB       000030001.sol 17            28            39            5            
22            SOL_ALB       000030002.sol 17            28            39            5            
22            SOL_ALB       000030003.sol 17            28            39            5            
22            SOL_ALB       000030004.sol 17            28            39            5            
22            SOL_ALB       000030005.sol 17            28            39            5            
22            SOL_ALB       000030006.sol 17            28            39            5            
22            SOL_ALB       000030007.sol 17            28            39            5            
22            SOL_ALB       000030008.sol 17            28            39            5            
22            SOL_ALB       000030009.sol 17            28            39            5            
22            SOL_ALB       000030010.sol 17            28            39            5            
22            SOL_ALB       000030011.sol 17            28            39            5            
22            SOL_ALB       000030012.sol 17            28            39            5            
22            SOL_ALB       000030013.sol 17            28            39            5            
22            SOL_ALB       000030014.sol 17            28            39            5            
22            SOL_ALB       000030015.sol 17            28            39            5            
22            SOL_ALB       000030016.sol 17            28            39            5            
22            SOL_ALB       000030017.sol 17            28            39            5            
22            SOL_ALB       000030018.sol 17            28            39            5            
22            SOL_ALB       000030019.sol 17            28            39            5            
22            SOL_ALB       000040001.sol 17            28            39            5            
22            SOL_ALB       000040002.sol 17            28            39            5            
22            SOL_ALB       000040003.sol 17            28            39            5            
22            SOL_ALB       000040004.sol 17            28            39            5            
22            SOL_ALB       000040005.sol 17            28            39            5            
22            SOL_ALB       000040006.sol 17            28            39            5            
22            SOL_ALB       000040007.sol 17            28            39            5            
22            SOL_ALB       000040008.sol 17            28            39            5            
22            SOL_ALB       000040009.sol 17            28            39            5            
22            SOL_ALB       000040010.sol 17            28            39            5            
22            SOL_ALB       000040011.sol 17            28            39            5            
22            SOL_ALB       000040012.sol 17            28            39            5            
22            SOL_ALB       000040013.sol 17            28            39            5            
22            SOL_ALB       000040014.sol 17            28            39            5            
22            SOL_ALB       000040015.sol 17            28            39            5            
22            SOL_ALB       000040016.sol 17            28            39            5            
22            SOL_ALB       000040017.sol 17            28            39            5            
22            SOL_ALB       000040018.sol 17            28            39            5            
22            SOL_ALB       000040019.sol 17            28            39            5            
22            SOL_ALB       000040020.sol 17            28            39            5            
22            SOL_ALB       000040021.sol 17            28            39            5            
22            SOL_ALB       000040022.sol 17            28            39            5            
22            SOL_ALB       000040023.sol 17            28            39            5            
22            SOL_ALB       000040024.sol 17            28            39            5            
22            SOL_ALB       000040025.sol 17            28            39            5            
22            SOL_ALB       000040026.sol 17            28            39            5            
22            SOL_ALB       000050001.sol 17            28            39            5            
22            SOL_ALB       000050002.sol 17            28            39            5            
22            SOL_ALB       000050003.sol 17            28            39            5            
22            SOL_ALB       000050004.sol 17            28            39            5            
22            SOL_ALB       000050005.sol 17            28            39            5            
22            SOL_ALB       000050006.sol 17            28            39            5            
22            SOL_ALB       000050007.sol 17            28            39            5            
22            SOL_ALB       000050008.sol 17            28            39            5            
22            SOL_ALB       000050009.sol 17            28            39            5            
22            SOL_ALB       000050010.sol 17            28            39            5            
22            SOL_ALB       000050011.sol 17            28            39            5            
22            SOL_ALB       000050012.sol 17            28            39            5            
22            SOL_ALB       000050013.sol 17            28            39            5            
22            SOL_ALB       000050014.sol 17            28            39            5            
22            SOL_ALB       000050015.sol 17            28            39            5            
22            SOL_ALB       000050016.sol 17            28            39            5            
